Package,Type,Title,Version,Description,License,Encoding,URL,Repository,Author,Maintainer,_published,_filesize,organization
datefixR,NA,Standardize Dates in Different Formats or with Missing Data,1.4.1.9000,"There are many different formats dates are commonly
represented with: the order of day, month, or year can differ,
different separators (""-"", ""/"", or whitespace) can be used, months can
be numerical, names, or abbreviations and year given as two digits or
four. 'datefixR' takes dates in all these different formats and
converts them to R's built-in date class. If 'datefixR' cannot
standardize a date, such as because it is too malformed, then the user
is told which date cannot be standardized and the corresponding ID for
the row. 'datefixR' also allows the imputation of missing days and
months with user-controlled behavior.",GPL (>= 3),UTF-8,"https://docs.ropensci.org/datefixR/,
https://github.com/ropensci/datefixR",https://ropensci.r-universe.dev,"Nathan Constantine-Cooke [aut, cre]
(<https://orcid.org/0000-0002-4437-8713>),
Jonathan Kitt [ctb, trl],
Antonio J. Pérez-Luque [ctb, trl]
(<https://orcid.org/0000-0002-1747-0469>),
Daniel Possenriede [ctb, trl] (<https://orcid.org/0000-0002-6738-9845>),
Kaique dos S. Alves [rev] (<https://orcid.org/0000-0001-9187-0252>),
Al-Ahmadgaid B. Asaad [rev] (<https://orcid.org/0000-0003-3784-8593>)",Nathan Constantine-Cooke <nathan.constantine-cooke@ed.ac.uk>,2023-03-17T15:18:16.868Z,690442,rOpenSci
rgnparser,NA,Parse Scientific Names,0.2.6,"Parse scientific names using 'gnparser'
(<https://github.com/gnames/gnparser>), written in Go. 'gnparser'
parses scientific names into their component parts; it utilizes
a Parsing Expression Grammar specifically for scientific names.",MIT + file LICENSE,UTF-8,"https://ropensci.github.io/rgnparser/,
https://github.com/ropensci/rgnparser",https://ropensci.r-universe.dev,"Scott Chamberlain [aut] (<https://orcid.org/0000-0003-1444-9135>),
Joel H. Nitta [aut, cre] (<https://orcid.org/0000-0003-4719-7472>),
Alban Sagouis [aut] (<https://orcid.org/0000-0002-3827-1063>)",Joel H. Nitta <joelnitta@gmail.com>,2023-03-21T06:30:34.884Z,108861,rOpenSci
universe,Package,Tools for Working with R-universe <https://r-universe.dev>,1.0.0,"Utilities to interact with the R-universe platform. Includes
functions to manage local package repositories, as well as API wrappers
for retrieving data and metadata about packages in r-universe.",Apache License (>= 2),UTF-8,https://github.com/ropensci/universe,https://ropensci.r-universe.dev,"Jeroen Ooms [aut, cre] (<https://orcid.org/0000-0002-4035-0289>)",Jeroen Ooms <jeroen@berkeley.edu>,2023-04-11T05:43:42.837Z,81762,rOpenSci
stantargets,NA,Targets for Stan Workflows,0.1.0.9000,"Bayesian data analysis usually incurs long runtimes
and cumbersome custom code. A pipeline toolkit tailored to Bayesian
statisticians, the 'stantargets' R package leverages
'targets' and 'cmdstanr' to ease these burdens.
'stantargets' makes it super easy to set up scalable
Stan pipelines that automatically parallelize the computation
and skip expensive steps when the results are already up to date.
Minimal custom code is required, and there is no need to manually
configure branching, so usage is much easier than 'targets' alone.
'stantargets' can access all of 'cmdstanr''s major algorithms
(MCMC, variational Bayes, and optimization) and it supports
both single-fit workflows and multi-rep simulation studies.
For the statistical methodology, please refer to 'Stan' documentation
(Stan Development Team 2020) <https://mc-stan.org/>.",MIT + file LICENSE,UTF-8,"https://docs.ropensci.org/stantargets/,
https://github.com/ropensci/stantargets",https://ropensci.r-universe.dev,"William Michael Landau [aut, cre]
(<https://orcid.org/0000-0003-1878-3253>),
Krzysztof Sakrejda [rev],
Matthew T. Warkentin [rev],
Eli Lilly and Company [cph]",William Michael Landau <will.landau@gmail.com>,2023-04-10T06:09:55.029Z,708735,rOpenSci
jagstargets,NA,Targets for JAGS Pipelines,1.1.0.9000,"Bayesian data analysis usually incurs long runtimes
and cumbersome custom code.
A pipeline toolkit tailored to Bayesian statisticians,
the 'jagstargets' R package is leverages
'targets' and 'R2jags' to ease this burden.
'jagstargets' makes it super easy to set up scalable
JAGS pipelines that automatically parallelize the computation
and skip expensive steps when the results are already up to date.
Minimal custom code is required, and there is no need to manually
configure branching, so usage is much easier than 'targets' alone.
For the underlying methodology, please refer
to the documentation of 'targets' <doi:10.21105/joss.02959> and 'JAGS'
(Plummer 2003) <https://www.r-project.org/conferences/DSC-2003/Proceedings/Plummer.pdf>.",MIT + file LICENSE,UTF-8,"https://docs.ropensci.org/jagstargets/,
https://github.com/ropensci/jagstargets",https://ropensci.r-universe.dev,"William Michael Landau [aut, cre]
(<https://orcid.org/0000-0003-1878-3253>),
David Lawrence Miller [rev],
Eli Lilly and Company [cph]",William Michael Landau <will.landau@gmail.com>,2023-04-10T06:11:27.939Z,255364,rOpenSci
gittargets,NA,Data Version Control for the Targets Package,0.0.6.9000,"In computationally demanding data analysis pipelines,
the 'targets' R package (2021, <doi:10.21105/joss.02959>) maintains
an up-to-date set of results while skipping tasks that do not need to rerun.
This process increases speed and increases trust in the final end product.
However, it also overwrites old output with new output, and past
results disappear by default. To preserve historical output, the 'gittargets'
package captures version-controlled snapshots of the data store,
and each snapshot links to the underlying commit of the source code.
That way, when the user rolls back the code to a previous branch or commit,
'gittargets' can recover the data contemporaneous with that commit so that
all targets remain up to date.",MIT + file LICENSE,UTF-8,"https://docs.ropensci.org/gittargets/,
https://github.com/ropensci/gittargets",https://ropensci.r-universe.dev,"William Michael Landau [aut, cre]
(<https://orcid.org/0000-0003-1878-3253>),
Saras Windecker [rev],
David Neuzerling [rev],
Eli Lilly and Company [cph]",William Michael Landau <will.landau@gmail.com>,2023-04-10T06:04:23.561Z,526377,rOpenSci
pdftools,Package,"Text Extraction, Rendering and Converting of PDF Documents",3.3.3,"Utilities based on 'libpoppler' for extracting text, fonts, attachments and 
metadata from a PDF file. Also supports high quality rendering of PDF documents into
PNG, JPEG, TIFF format, or into raw bitmap vectors for further processing in R.",MIT + file LICENSE,UTF-8,"https://docs.ropensci.org/pdftools/ (website)
https://github.com/ropensci/pdftools#readme (devel)
https://poppler.freedesktop.org (upstream)",https://ropensci.r-universe.dev,"Jeroen Ooms [aut, cre] (<https://orcid.org/0000-0002-4035-0289>)",Jeroen Ooms <jeroen@berkeley.edu>,2023-04-08T05:49:33.084Z,1039000,rOpenSci
pkgreviewr,Package,rOpenSci package review project template,0.3.0,"Creates files and collects materials necessary to complete an rOpenSci package review. 
Review files are prepopulated with review package specific metadata. Review package source code is
also cloned for local testing and inspection.",GPL (>= 3)+ file LICENSE,UTF-8,https://github.com/ropensci-org/pkgreviewr,https://ropensci.r-universe.dev,"Anna Krystalli [aut, cre],
Maëlle Salmon [aut]",Anna Krystalli <annakrystalli@googlemail.com>,2023-04-08T06:06:58.824Z,2157885,rOpenSci
rerddap,NA,General Purpose Client for 'ERDDAP' Servers,1.0.2,"General purpose R client for 'ERDDAP' servers. Includes
functions to search for 'datasets', get summary information on
'datasets', and fetch 'datasets', in either 'csv' or 'netCDF' format.
'ERDDAP' information:
<https://upwell.pfeg.noaa.gov/erddap/information.html>.",MIT + file LICENSE,UTF-8,"https://docs.ropensci.org/rerddap/,
https://github.com/ropensci/rerddap",https://ropensci.r-universe.dev,"Scott Chamberlain [aut],
Ben Tupper [ctb],
Roy Mendelssohn [cre, ctb]",Roy Mendelssohn <roy.mendelssohn@noaa.gov>,2023-04-09T04:38:37.975Z,2844617,rOpenSci
patentsview,Package,An R Client to the 'PatentsView' API,0.3.0,"Provides functions to simplify the 'PatentsView' API
(<https://patentsview.org/apis/purpose>) query language,
send GET and POST requests to the API's seven endpoints, and parse the data
that comes back.",MIT + file LICENSE,UTF-8,https://docs.ropensci.org/patentsview/index.html,https://ropensci.r-universe.dev,"Christopher Baker [aut, cre],
Russ Allen [aut]",Christopher Baker <chriscrewbaker@gmail.com>,2023-04-05T06:35:12.135Z,149123,rOpenSci
cld3,Package,Google's Compact Language Detector 3,1.5.0,"Google's Compact Language Detector 3 is a neural network model for language 
identification and the successor of 'cld2' (available from CRAN). The algorithm is still
experimental and takes a novel approach to language detection with different properties
and outcomes. It can be useful to combine this with the Bayesian classifier results
from 'cld2'. See <https://github.com/google/cld3#readme> for more information.",Apache License 2.0,UTF-8,"https://docs.ropensci.org/cld3/ https://github.com/ropensci/cld3
https://ropensci.r-universe.dev/cld3",https://ropensci.r-universe.dev,"Jeroen Ooms [aut, cre] (<https://orcid.org/0000-0002-4035-0289>),
Google Inc [cph] (CLD3 C++ library)",Jeroen Ooms <jeroen@berkeley.edu>,2023-04-05T06:25:08.372Z,725977,rOpenSci
mregions,NA,Marine Regions Data from 'Marineregions.org',0.1.8,"Tools to get marine regions data from
<https://www.marineregions.org/>. Includes tools to get region metadata,
as well as data in 'GeoJSON' format, as well as Shape files. Use cases
include using data downstream to visualize 'geospatial' data by marine
region, mapping variation among different regions, and more.",MIT + file LICENSE,UTF-8,"https://docs.ropensci.org/mregions/,
https://github.com/ropensci/mregions",https://ropensci.r-universe.dev,"Scott Chamberlain [aut],
Francois Michonneau [ctb],
Pieter Provoost [ctb],
Michael Sumner [ctb],
Lennert Schepers [aut],
Salvador Fernandez [aut, cre]",Salvador Fernandez <salvador.fernandez@vliz.be>,2023-04-05T07:20:12.813Z,3850538,rOpenSci
rmangal,Package,'Mangal' Client,2.1.2,An interface to the 'Mangal' database - a collection of ecological networks. This package includes functions to work with the 'Mangal RESTful API' methods (<https://mangal-interactions.github.io/mangal-api/>).,MIT + file LICENSE,UTF-8,"https://docs.ropensci.org/rmangal/, https://mangal.io,
https://github.com/ropensci/rmangal",https://ropensci.r-universe.dev,"Steve Vissault [aut, ctb] (<https://orcid.org/0000-0002-0866-4376>),
Kevin Cazelles [aut, cre] (<https://orcid.org/0000-0001-6619-9874>),
Gabriel Bergeron [aut, ctb],
Benjamin Mercier [aut, ctb],
Clément Violet [aut, ctb],
Dominique Gravel [aut],
Timothée Poisot [aut],
Thomas Lin Pedersen [rev] (<https://orcid.org/0000-0002-5147-4711>),
Anna Willoughby [rev] (<https://orcid.org/0000-0002-0504-0605>)",Kevin Cazelles <kevin.cazelles@gmail.com>,2023-03-21T06:37:30.706Z,1948103,rOpenSci
ruODK,Package,An R Client for the ODK Central API,1.4.0,"Access and tidy up data from the 'ODK Central' API.  
'ODK Central' is a clearinghouse for digitally captured data
<https://docs.getodk.org/central-intro/>.
The 'ODK Central' API is documented at <https://odkcentral.docs.apiary.io/>.",GPL-3,UTF-8,"https://docs.ropensci.org/ruODK, https://github.com/ropensci/ruODK",https://ropensci.r-universe.dev,"Florian W. Mayer [aut, cre] (<https://orcid.org/0000-0003-4269-4242>),
Maëlle Salmon [rev] (<https://orcid.org/0000-0002-2815-0399>),
Karissa Whiting [rev] (<https://orcid.org/0000-0002-4683-1868>),
Jason Taylor [rev],
Marcelo Tyszler [ctb] (<https://orcid.org/0000-0002-4573-0002>),
Hélène Langet [ctb] (<https://orcid.org/0000-0002-6758-2397>),
DBCA [cph, fnd],
NWSFTCP [fnd]",Florian W. Mayer <Florian.Mayer@dbca.wa.gov.au>,2023-04-05T07:14:46.317Z,2343259,rOpenSci
rdryad,Package,Access for Dryad Web Services,1.0.1.95,"Interface to the Dryad ""Solr"" API, their ""OAI-PMH"" service, and
fetch datasets. Dryad (<https://datadryad.org/>) is a curated host of
data underlying scientific publications.",MIT + file LICENSE,UTF-8,"https://docs.ropensci.org/rdryad,
https://github.com/ropensci/rdryad",https://ropensci.r-universe.dev,"Karthik Ram [aut] (<https://orcid.org/0000-0002-0233-1757>),
Scott Chamberlain [aut, cre] (<https://orcid.org/0000-0003-1444-9135>),
Carl Boettiger [aut] (<https://orcid.org/0000-0002-1642-628X>)",Scott Chamberlain <myrmecocystus@gmail.com>,2023-04-05T06:50:15.985Z,492343,rOpenSci
ReLTER,Package,An Interface for the eLTER Community,2.1.1,"ReLTER provides access to DEIMS-SDR (https://deims.org/), and
allows interaction with data and software implemented by eLTER
Research Infrastructure (RI) thus improving data sharing among
European LTER projects.  ReLTER uses the R language to access and
interact with the DEIMS-SDR archive of information shared by the Long
Term Ecological Research (LTER) network. This package grew within
eLTER H2020 as a major project that will help advance the development
of European Long-Term Ecosystem Research Infrastructures (eLTER RI -
https://elter-ri.eu).  The ReLTER package functions in particular
allow to: - retrieve the information about entities (e.g. sites,
datasets, and activities) shared by DEIMS-SDR (see e.g. get_site_info
function); - interact with the [ODSEurope](maps.opendatascience.eu)
starting with the dataset shared by [DEIMS-SDR](https://deims.org/)
(see e.g.
[get_site_ODS](https://docs.ropensci.org/ReLTER/reference/get_site_ODS.html)
function); - use the eLTER site informations to download and crop
geospatial data from other platforms (see e.g. get_site_ODS function);
- improve the quality of the dataset (see e.g. get_id_worms).
Functions currently implemented are derived from discussions of the
needs among the eLTER users community.  The ReLTER package will
continue to follow the progress of eLTER-RI and evolve, adding new
tools and improvements as required.",GPL (>= 3),UTF-8,https://github.com/ropensci/ReLTER,https://ropensci.r-universe.dev,"Alessandro Oggioni [aut, cre, fnd]
(<https://orcid.org/0000-0002-7997-219X>),
Micha Silver [aut, ctb] (<https://orcid.org/0000-0002-1128-1325>),
Paolo Tagliolato [aut, ctb] (<https://orcid.org/0000-0002-0261-313X>),
Luigi Ranghetti [aut, ctb] (<https://orcid.org/0000-0001-6207-5188>),
Allison Horst [rev] (Allison reviewed the package (v. 1.0.0) for
rOpenSci, see
https://github.com/ropensci/software-review/issues/485),
Will Bolton [rev] (Will reviewed the package (v. 1.0.0) for rOpenSci,
see https://github.com/ropensci/software-review/issues/485),
Mauro Lepore [edt] (Mauro was editor for rOpenSci, see
https://github.com/ropensci/software-review/issues/485)",Alessandro Oggioni <alessandro.oggioni@cnr.it>,2023-04-05T07:36:40.918Z,60630663,rOpenSci
opencage,Package,Geocode with the OpenCage API,0.2.2.9000,"Geocode with the OpenCage API, either from place name to
longitude and latitude (forward geocoding) or from longitude and
latitude to the name and address of a location (reverse geocoding),
see <https://opencagedata.com>.",GPL (>= 2),UTF-8,"https://docs.ropensci.org/opencage/,
https://github.com/ropensci/opencage",https://ropensci.r-universe.dev,"Daniel Possenriede [aut, cre] (<https://orcid.org/0000-0002-6738-9845>),
Jesse Sadler [aut] (<https://orcid.org/0000-0001-6081-9681>),
Maëlle Salmon [aut] (<https://orcid.org/0000-0002-2815-0399>),
Noam Ross [ctb],
Jake Russ [ctb],
Julia Silge [rev] (Julia Silge reviewed {opencage} (v. 0.1.0) for
rOpenSci, see <https://github.com/ropensci/onboarding/issues/36>.)",Daniel Possenriede <possenriede+r@gmail.com>,2023-04-05T06:55:14.377Z,251966,rOpenSci
bibtex,NA,Bibtex Parser,0.5.1,Utility to parse a bibtex file.,GPL (>= 2),UTF-8,"https://github.com/ropensci/bibtex,
https://docs.ropensci.org/bibtex/",https://ropensci.r-universe.dev,"Romain Francois [aut, cph] (<https://orcid.org/0000-0002-2444-4226>,
principal developer of bibtex R package),
James Joseph Balamuta [ctb, cre]
(<https://orcid.org/0000-0003-2826-8458>),
Diego Hernangómez [aut] (<https://orcid.org/0000-0001-8457-4658>),
Scott Chamberlain [ctb] (<https://orcid.org/0000-0003-1444-9135>),
Kurt Hornik [ctb] (<https://orcid.org/0000-0003-4198-9911>),
Brian Ripley [ctb] (compilation fixes),
Michael Koohafkan [ctb],
Mathew W. McLean [ctb] (<https://orcid.org/0000-0002-7891-9645>)",James Joseph Balamuta <balamut2@illinois.edu>,2023-04-05T06:17:30.221Z,163066,rOpenSci
